NroFactura,IDCliente,Descripcion,Categoria,Cantidad,PrecioUnitario,PrecioTotal,FechaFactura,Ciudad
FAC03266,C0332,Perchero Entrada,Decoracion,3,33200.0,99600.0,2024-09-24,Buenos Aires
FAC02074,C0152,Taza Ceramica Negra,Cocina,1,8300.0,8300.0,2024-09-24,Buenos Aires
FAC03266,C0332,Vaso Bambu,Bano,1,7600.0,7600.0,2024-09-24,Buenos Aires
FAC03266,C0332,Pimentero Porcelana,Cocina,4,10600.0,42400.0,2024-09-24,Buenos Aires
FAC02617,C0233,Reloj Pared Madera,Decoracion,4,37800.0,151200.0,2024-09-24,Buenos Aires
FAC03266,C0332,Regadera Decorativa,Decoracion,4,21100.0,84400.0,2024-09-24,Buenos Aires
FAC01283,C0039,Tabla de Cortar Madera,Cocina,4,18100.0,72400.0,2024-09-24,Buenos Aires
FAC01012,C0002,Cojin Decorativo,Decoracion,2,19600.0,39200.0,2024-09-24,Mar del Plata
FAC01012,C0002,Pimentero Porcelana,Cocina,3,10600.0,31800.0,2024-09-24,Mar del Plata
FAC01283,C0039,Set Sal y Pimienta,Cocina,1,19600.0,19600.0,2024-09-24,Buenos Aires
FAC01279,C0039,Portavelas Cristal,Velas,4,13600.0,54400.0,2024-09-24,Buenos Aires
FAC02146,C0162,Difusor Cana,Aromatizacion,1,21100.0,21100.0,2024-09-24,Córdoba
FAC01961,C0132,Tabla de Cortar Madera,Cocina,4,18100.0,72400.0,2024-09-24,Buenos Aires
FAC02074,C0152,Taza Ceramica Blanca,Cocina,3,8300.0,24900.0,2024-09-24,Buenos Aires
FAC01012,C0002,Papel Tissue Colores,Regaleria,2,1500.0,3000.0,2024-09-24,Mar del Plata
FAC02146,C0162,Tarjeta Saludo,Regaleria,4,1800.0,7200.0,2024-09-24,Córdoba
FAC01961,C0132,Set Sal y Pimienta,Cocina,1,19600.0,19600.0,2024-09-24,Buenos Aires
FAC03087,C0301,Aromatizador Hogar,Aromatizacion,4,11300.0,45200.0,2024-09-25,Buenos Aires
FAC03087,C0301,Esencia Rosa,Aromatizacion,4,6000.0,24000.0,2024-09-25,Buenos Aires
FAC03087,C0301,Marco Foto 10x15,Decoracion,2,9100.0,18200.0,2024-09-25,Buenos Aires
FAC02782,C0253,Portavelas Cristal,Velas,3,13600.0,40800.0,2024-09-25,Buenos Aires
FAC01278,C0039,Bolsa Regalo Grande,Regaleria,3,3000.0,9000.0,2024-09-25,Buenos Aires
FAC02782,C0253,Delantal de Cocina,Cocina,3,12800.0,38400.0,2024-09-25,Buenos Aires
FAC03087,C0301,Lazo Decorativo,Regaleria,4,1200.0,4800.0,2024-09-25,Buenos Aires
FAC01278,C0039,Papel Tissue Colores,Regaleria,2,1500.0,3000.0,2024-09-25,Buenos Aires
FAC01443,C0063,Set Sal y Pimienta,Cocina,2,19600.0,39200.0,2024-09-25,Rosario
FAC01443,C0063,Vaso Bambu,Bano,4,7600.0,30400.0,2024-09-25,Rosario
FAC01278,C0039,Lazo Decorativo,Regaleria,2,1200.0,2400.0,2024-09-25,Buenos Aires
FAC01278,C0039,Tarjeta Saludo,Regaleria,4,1800.0,7200.0,2024-09-25,Buenos Aires
FAC01278,C0039,Perchero Entrada,Decoracion,3,33200.0,99600.0,2024-09-25,Buenos Aires
FAC01443,C0063,Jabonera Ceramica,Bano,4,9800.0,39200.0,2024-09-25,Rosario
FAC01443,C0063,Mantel Navideno,Decoracion,2,22600.0,45200.0,2024-09-25,Rosario
FAC02399,C0205,Tabla de Cortar Madera,Cocina,2,18100.0,36200.0,2024-09-25,La Plata
FAC02399,C0205,Cesta Desayuno,Regaleria,3,27200.0,81600.0,2024-09-25,La Plata
FAC02399,C0205,Espejo Redondo,Decoracion,3,30200.0,90600.0,2024-09-25,La Plata
FAC02152,C0165,Vela Aromatica Vainilla,Velas,1,5300.0,5300.0,2024-09-26,Buenos Aires
FAC01154,C0025,Planta Artificial,Decoracion,4,16600.0,66400.0,2024-09-26,Rosario
FAC02152,C0165,Pimentero Porcelana,Cocina,2,10600.0,21200.0,2024-09-26,Buenos Aires
FAC03422,C0351,Cesta Desayuno,Regaleria,3,27200.0,81600.0,2024-09-26,Buenos Aires
FAC01980,C0138,Maceta Ceramica,Decoracion,4,12100.0,48400.0,2024-09-26,Córdoba
FAC01980,C0138,Servilletas Papel x20,Cocina,4,3800.0,15200.0,2024-09-26,Córdoba
FAC02152,C0165,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-09-26,Buenos Aires
FAC01980,C0138,Taza Ceramica Blanca,Cocina,4,8300.0,33200.0,2024-09-26,Córdoba
FAC02152,C0165,Portavelas Cristal,Velas,1,13600.0,13600.0,2024-09-26,Buenos Aires
FAC03298,C0335,Marco Foto 20x30,Decoracion,2,15100.0,30200.0,2024-09-26,Córdoba
FAC03298,C0335,Marco Foto 10x15,Decoracion,1,9100.0,9100.0,2024-09-26,Córdoba
FAC01980,C0138,Marco Foto 20x30,Decoracion,1,15100.0,15100.0,2024-09-26,Córdoba
FAC02694,C0244,Marco Foto 20x30,Decoracion,4,15100.0,60400.0,2024-09-26,Rosario
FAC02694,C0244,Reloj Pared Madera,Decoracion,1,37800.0,37800.0,2024-09-26,Rosario
FAC01789,C0110,Lazo Decorativo,Regaleria,4,1200.0,4800.0,2024-09-26,Mar del Plata
FAC01789,C0110,Vaso Bambu,Bano,2,7600.0,15200.0,2024-09-26,Mar del Plata
FAC01154,C0025,Maceta Ceramica,Decoracion,3,12100.0,36300.0,2024-09-26,Rosario
FAC01980,C0138,Taza Ceramica Negra,Cocina,2,8300.0,16600.0,2024-09-26,Córdoba
FAC01789,C0110,Jabonera Ceramica,Bano,4,9800.0,39200.0,2024-09-26,Mar del Plata
FAC03422,C0351,Tabla de Cortar Madera,Cocina,4,18100.0,72400.0,2024-09-26,Buenos Aires
FAC03422,C0351,Marco Foto 10x15,Decoracion,2,9100.0,18200.0,2024-09-26,Buenos Aires
FAC02680,C0243,Taza Ceramica Negra,Cocina,3,8300.0,24900.0,2024-09-26,Buenos Aires
FAC02680,C0243,Toallero Bambu,Bano,4,24200.0,96800.0,2024-09-26,Buenos Aires
FAC02680,C0243,Bolsa Regalo Grande,Regaleria,1,3000.0,3000.0,2024-09-26,Buenos Aires
FAC02680,C0243,Regadera Decorativa,Decoracion,2,21100.0,42200.0,2024-09-26,Buenos Aires
FAC01154,C0025,Toallero Bambu,Bano,2,24200.0,48400.0,2024-09-26,Rosario
FAC03422,C0351,Delantal de Cocina,Cocina,2,12800.0,25600.0,2024-09-26,Buenos Aires
FAC01143,C0024,Juego de Te x6,Cocina,1,33200.0,33200.0,2024-09-26,Buenos Aires
FAC01143,C0024,Taza Ceramica Blanca,Cocina,3,8300.0,24900.0,2024-09-26,Buenos Aires
FAC02680,C0243,Marco Foto 20x30,Decoracion,4,15100.0,60400.0,2024-09-26,Buenos Aires
FAC01761,C0107,Vela Aromatica Lavanda,Velas,1,5300.0,5300.0,2024-09-27,Buenos Aires
FAC02178,C0168,Set Sal y Pimienta,Cocina,3,19600.0,58800.0,2024-09-27,Buenos Aires
FAC02068,C0151,Toallero Bambu,Bano,1,24200.0,24200.0,2024-09-27,Buenos Aires
FAC02068,C0151,Maceta Ceramica,Decoracion,4,12100.0,48400.0,2024-09-27,Buenos Aires
FAC02178,C0168,Tabla de Cortar Madera,Cocina,3,18100.0,54300.0,2024-09-27,Buenos Aires
FAC02068,C0151,Juego de Te x6,Cocina,2,33200.0,66400.0,2024-09-27,Buenos Aires
FAC02744,C0249,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-09-27,Córdoba
FAC02116,C0156,Tabla de Cortar Madera,Cocina,1,18100.0,18100.0,2024-09-27,Buenos Aires
FAC02744,C0249,Vela Aromatica Vainilla,Velas,4,5300.0,21200.0,2024-09-27,Córdoba
FAC02744,C0249,Vela Aromatica Lavanda,Velas,3,5300.0,15900.0,2024-09-27,Córdoba
FAC02048,C0148,Lazo Decorativo,Regaleria,3,1200.0,3600.0,2024-09-27,Buenos Aires
FAC02048,C0148,Cojin Decorativo,Decoracion,3,19600.0,58800.0,2024-09-27,Buenos Aires
FAC02474,C0216,Marco Foto 20x30,Decoracion,4,15100.0,60400.0,2024-09-27,Córdoba
FAC02474,C0216,Maceta Ceramica,Decoracion,3,12100.0,36300.0,2024-09-27,Córdoba
FAC02474,C0216,Guirnalda LED,Decoracion,3,16600.0,49800.0,2024-09-27,Córdoba
FAC02474,C0216,Mantel Navideno,Decoracion,1,22600.0,22600.0,2024-09-27,Córdoba
FAC02116,C0156,Aromatizador Hogar,Aromatizacion,3,11300.0,33900.0,2024-09-27,Buenos Aires
FAC02068,C0151,Planta Artificial,Decoracion,1,16600.0,16600.0,2024-09-27,Buenos Aires
FAC01549,C0073,Tarjeta Saludo,Regaleria,1,1800.0,1800.0,2024-09-27,Mar del Plata
FAC02836,C0259,Dispensador Jabon,Bano,1,13600.0,13600.0,2024-09-27,Córdoba
FAC02700,C0244,Espejo Redondo,Decoracion,3,30200.0,90600.0,2024-09-27,Buenos Aires
FAC02700,C0244,Lazo Decorativo,Regaleria,4,1200.0,4800.0,2024-09-27,Buenos Aires
FAC01773,C0108,Vaso Bambu,Bano,2,7600.0,15200.0,2024-09-27,Córdoba
FAC01773,C0108,Espejo Redondo,Decoracion,4,30200.0,120800.0,2024-09-27,Córdoba
FAC01773,C0108,Marco Foto 10x15,Decoracion,1,9100.0,9100.0,2024-09-27,Córdoba
FAC02700,C0244,Salero Porcelana,Cocina,3,10600.0,31800.0,2024-09-27,Buenos Aires
FAC02700,C0244,Lazo Decorativo,Regaleria,4,1200.0,4800.0,2024-09-27,Buenos Aires
FAC02700,C0244,Perchero Entrada,Decoracion,4,33200.0,132800.0,2024-09-27,Buenos Aires
FAC01773,C0108,Vela Aromatica Lavanda,Velas,4,5300.0,21200.0,2024-09-27,Córdoba
FAC01549,C0073,Papel Tissue Colores,Regaleria,2,1500.0,3000.0,2024-09-27,Mar del Plata
FAC01549,C0073,Perchero Entrada,Decoracion,1,33200.0,33200.0,2024-09-27,Mar del Plata
FAC01761,C0107,Cesta Desayuno,Regaleria,3,27200.0,81600.0,2024-09-27,Buenos Aires
FAC02836,C0259,Jabonera Ceramica,Bano,3,9800.0,29400.0,2024-09-27,Córdoba
FAC01549,C0073,Esencia Jazmin,Aromatizacion,4,6000.0,24000.0,2024-09-27,Mar del Plata
FAC01549,C0073,Bolsa Regalo Pequeña,Regaleria,4,2300.0,9200.0,2024-09-27,Mar del Plata
FAC01497,C0066,Jabonera Ceramica,Bano,4,9800.0,39200.0,2024-09-28,Buenos Aires
FAC03330,C0336,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-09-28,Buenos Aires
FAC01879,C0125,Mantel Navideno,Decoracion,2,22600.0,45200.0,2024-09-28,La Plata
FAC03608,C0381,Marco Foto 10x15,Decoracion,2,9100.0,18200.0,2024-09-28,Rosario
FAC03565,C0375,Servilletas Papel x20,Cocina,2,3800.0,7600.0,2024-09-28,Mendoza
FAC01555,C0074,Vela Aromatica Lavanda,Velas,2,5300.0,10600.0,2024-09-28,Buenos Aires
FAC01555,C0074,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-09-28,Buenos Aires
FAC03330,C0336,Pimentero Porcelana,Cocina,2,10600.0,21200.0,2024-09-28,Buenos Aires
FAC03565,C0375,Vela Aromatica Vainilla,Velas,2,5300.0,10600.0,2024-09-28,Mendoza
FAC02439,C0212,Marco Foto 20x30,Decoracion,2,15100.0,30200.0,2024-09-28,Buenos Aires
FAC02439,C0212,Marco Foto 10x15,Decoracion,4,9100.0,36400.0,2024-09-28,Buenos Aires
FAC03738,C0395,Cesta Desayuno,Regaleria,1,27200.0,27200.0,2024-09-28,Buenos Aires
FAC01497,C0066,Vela Aromatica Lavanda,Velas,2,5300.0,10600.0,2024-09-28,Buenos Aires
FAC01555,C0074,Album de Fotos,Regaleria,1,18100.0,18100.0,2024-09-28,Buenos Aires
FAC02660,C0240,Vela Aromatica Vainilla,Velas,4,5300.0,21200.0,2024-09-28,Mar del Plata
FAC03738,C0395,Lazo Decorativo,Regaleria,4,1200.0,4800.0,2024-09-28,Buenos Aires
FAC01411,C0058,Taza Ceramica Blanca,Cocina,3,8300.0,24900.0,2024-09-28,Buenos Aires
FAC03697,C0387,Mantel Navideno,Decoracion,4,22600.0,90400.0,2024-09-28,Rosario
FAC02676,C0243,Juego de Te x6,Cocina,2,33200.0,66400.0,2024-09-28,Buenos Aires
FAC03787,C0399,Jabonera Ceramica,Bano,3,9800.0,29400.0,2024-09-28,Buenos Aires
FAC02676,C0243,Album de Fotos,Regaleria,1,18100.0,18100.0,2024-09-28,Buenos Aires
FAC02660,C0240,Vela Aromatica Vainilla,Velas,2,5300.0,10600.0,2024-09-28,Mar del Plata
FAC01411,C0058,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-09-28,Buenos Aires
FAC01411,C0058,Set Sal y Pimienta,Cocina,3,19600.0,58800.0,2024-09-28,Buenos Aires
FAC01411,C0058,Vela Aromatica Lavanda,Velas,2,5300.0,10600.0,2024-09-28,Buenos Aires
FAC01411,C0058,Marco Foto 20x30,Decoracion,3,15100.0,45300.0,2024-09-28,Buenos Aires
FAC02676,C0243,Set Sal y Pimienta,Cocina,4,19600.0,78400.0,2024-09-28,Buenos Aires
FAC03697,C0387,Vaso Bambu,Bano,1,7600.0,7600.0,2024-09-28,Rosario
FAC01497,C0066,Album de Fotos,Regaleria,1,18100.0,18100.0,2024-09-28,Buenos Aires
FAC02676,C0243,Esencia Jazmin,Aromatizacion,4,6000.0,24000.0,2024-09-28,Buenos Aires
FAC03738,C0395,Bolsa Regalo Grande,Regaleria,4,3000.0,12000.0,2024-09-28,Buenos Aires
FAC03608,C0381,Lazo Decorativo,Regaleria,4,1200.0,4800.0,2024-09-28,Rosario
FAC03626,C0382,Bolsa Regalo Grande,Regaleria,1,3000.0,3000.0,2024-09-28,Mendoza
FAC03626,C0382,Cesta Desayuno,Regaleria,2,27200.0,54400.0,2024-09-28,Mendoza
FAC01760,C0107,Salero Porcelana,Cocina,2,10600.0,21200.0,2024-09-28,Rosario
FAC01445,C0063,Vela Aromatica Vainilla,Velas,3,5300.0,15900.0,2024-09-28,Mendoza
FAC01760,C0107,Pimentero Porcelana,Cocina,2,10600.0,21200.0,2024-09-28,Rosario
FAC01445,C0063,Tabla de Cortar Madera,Cocina,4,18100.0,72400.0,2024-09-28,Mendoza
FAC03330,C0336,Papel Tissue Colores,Regaleria,1,1500.0,1500.0,2024-09-28,Buenos Aires
FAC01879,C0125,Maceta Ceramica,Decoracion,2,12100.0,24200.0,2024-09-28,La Plata
FAC01760,C0107,Marco Foto 10x15,Decoracion,2,9100.0,18200.0,2024-09-28,Rosario
FAC01879,C0125,Toallero Bambu,Bano,4,24200.0,96800.0,2024-09-28,La Plata
FAC01760,C0107,Lazo Decorativo,Regaleria,1,1200.0,1200.0,2024-09-28,Rosario
FAC03608,C0381,Bolsa Regalo Grande,Regaleria,3,3000.0,9000.0,2024-09-28,Rosario
FAC01445,C0063,Taza Ceramica Blanca,Cocina,4,8300.0,33200.0,2024-09-28,Mendoza
FAC03330,C0336,Bolsa Regalo Grande,Regaleria,2,3000.0,6000.0,2024-09-28,Buenos Aires
FAC03608,C0381,Cesta Desayuno,Regaleria,2,27200.0,54400.0,2024-09-28,Rosario
FAC03330,C0336,Lazo Decorativo,Regaleria,2,1200.0,2400.0,2024-09-28,Buenos Aires
FAC03697,C0387,Esencia Jazmin,Aromatizacion,4,6000.0,24000.0,2024-09-28,Rosario
FAC02027,C0144,Cesta Desayuno,Regaleria,4,27200.0,108800.0,2024-09-28,Buenos Aires
FAC03626,C0382,Lazo Decorativo,Regaleria,3,1200.0,3600.0,2024-09-28,Mendoza
FAC03626,C0382,Lazo Decorativo,Regaleria,3,1200.0,3600.0,2024-09-28,Mendoza
FAC02229,C0174,Vela Aromatica Vainilla,Velas,4,5300.0,21200.0,2024-09-28,Buenos Aires
FAC02027,C0144,Bolsa Regalo Pequeña,Regaleria,2,2300.0,4600.0,2024-09-28,Buenos Aires
FAC02027,C0144,Tabla de Cortar Madera,Cocina,2,18100.0,36200.0,2024-09-28,Buenos Aires
FAC03787,C0399,Difusor Cana,Aromatizacion,1,21100.0,21100.0,2024-09-28,Buenos Aires
FAC03565,C0375,Salero Porcelana,Cocina,3,10600.0,31800.0,2024-09-28,Mendoza
FAC02229,C0174,Portavelas Cristal,Velas,3,13600.0,40800.0,2024-09-28,Buenos Aires
FAC03136,C0307,Tabla de Cortar Madera,Cocina,2,18100.0,36200.0,2024-09-28,Buenos Aires
FAC03136,C0307,Guirnalda LED,Decoracion,2,16600.0,33200.0,2024-09-28,Buenos Aires
FAC03697,C0387,Maceta Ceramica,Decoracion,4,12100.0,48400.0,2024-09-28,Rosario
FAC03565,C0375,Pimentero Porcelana,Cocina,1,10600.0,10600.0,2024-09-28,Mendoza
FAC03136,C0307,Servilletas Papel x20,Cocina,1,3800.0,3800.0,2024-09-28,Buenos Aires
FAC03787,C0399,Vela Aromatica Lavanda,Velas,3,5300.0,15900.0,2024-09-28,Buenos Aires
FAC03626,C0382,Taza Ceramica Negra,Cocina,2,8300.0,16600.0,2024-09-28,Mendoza
FAC03483,C0364,Salero Porcelana,Cocina,3,10600.0,31800.0,2024-09-29,Buenos Aires
FAC02812,C0257,Reloj Pared Madera,Decoracion,3,37800.0,113400.0,2024-09-29,Buenos Aires
FAC02626,C0235,Pimentero Porcelana,Cocina,4,10600.0,42400.0,2024-09-29,Buenos Aires
FAC03245,C0326,Difusor Cana,Aromatizacion,3,21100.0,63300.0,2024-09-29,Buenos Aires
FAC03245,C0326,Esencia Rosa,Aromatizacion,4,6000.0,24000.0,2024-09-29,Buenos Aires
FAC03483,C0364,Cesta Desayuno,Regaleria,2,27200.0,54400.0,2024-09-29,Buenos Aires
FAC03245,C0326,Cesta Desayuno,Regaleria,1,27200.0,27200.0,2024-09-29,Buenos Aires
FAC03483,C0364,Aromatizador Hogar,Aromatizacion,1,11300.0,11300.0,2024-09-29,Buenos Aires
FAC03483,C0364,Vaso Bambu,Bano,1,7600.0,7600.0,2024-09-29,Buenos Aires
FAC02626,C0235,Salero Porcelana,Cocina,1,10600.0,10600.0,2024-09-29,Buenos Aires
FAC02812,C0257,Set Sal y Pimienta,Cocina,2,19600.0,39200.0,2024-09-29,Buenos Aires
FAC01230,C0032,Bolsa Regalo Pequeña,Regaleria,1,2300.0,2300.0,2024-09-29,Córdoba
FAC03483,C0364,Cuadro Motivacional,Decoracion,2,25700.0,51400.0,2024-09-29,Buenos Aires
FAC02812,C0257,Tarjeta Saludo,Regaleria,3,1800.0,5400.0,2024-09-29,Buenos Aires
FAC02812,C0257,Jabonera Ceramica,Bano,2,9800.0,19600.0,2024-09-29,Buenos Aires
FAC02531,C0223,Pimentero Porcelana,Cocina,3,10600.0,31800.0,2024-09-29,Buenos Aires
FAC03721,C0393,Bolsa Regalo Pequeña,Regaleria,4,2300.0,9200.0,2024-09-29,Mar del Plata
FAC03700,C0389,Set Velas x3,Velas,2,15100.0,30200.0,2024-09-29,Buenos Aires
FAC03721,C0393,Tarjeta Saludo,Regaleria,4,1800.0,7200.0,2024-09-29,Mar del Plata
FAC03700,C0389,Regadera Decorativa,Decoracion,1,21100.0,21100.0,2024-09-29,Buenos Aires
FAC03721,C0393,Papel Tissue Colores,Regaleria,4,1500.0,6000.0,2024-09-29,Mar del Plata
FAC01632,C0087,Maceta Ceramica,Decoracion,1,12100.0,12100.0,2024-09-29,Buenos Aires
FAC02886,C0268,Vela Aromatica Vainilla,Velas,3,5300.0,15900.0,2024-09-29,Buenos Aires
FAC02886,C0268,Guirnalda LED,Decoracion,4,16600.0,66400.0,2024-09-29,Buenos Aires
FAC03721,C0393,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-09-29,Mar del Plata
FAC01230,C0032,Tarjeta Saludo,Regaleria,2,1800.0,3600.0,2024-09-29,Córdoba
FAC02886,C0268,Espejo Redondo,Decoracion,1,30200.0,30200.0,2024-09-29,Buenos Aires
FAC02531,C0223,Salero Porcelana,Cocina,4,10600.0,42400.0,2024-09-29,Buenos Aires
FAC03397,C0348,Servilletas Papel x20,Cocina,4,3800.0,15200.0,2024-09-29,Buenos Aires
FAC03397,C0348,Esencia Jazmin,Aromatizacion,3,6000.0,18000.0,2024-09-29,Buenos Aires
FAC03397,C0348,Difusor Cana,Aromatizacion,1,21100.0,21100.0,2024-09-29,Buenos Aires
FAC02886,C0268,Juego de Te x6,Cocina,2,33200.0,66400.0,2024-09-29,Buenos Aires
FAC03721,C0393,Regadera Decorativa,Decoracion,3,21100.0,63300.0,2024-09-29,Mar del Plata
FAC03397,C0348,Pimentero Porcelana,Cocina,1,10600.0,10600.0,2024-09-29,Buenos Aires
FAC03700,C0389,Juego de Te x6,Cocina,2,33200.0,66400.0,2024-09-29,Buenos Aires
FAC01632,C0087,Taza Ceramica Blanca,Cocina,3,8300.0,24900.0,2024-09-29,Buenos Aires
FAC01230,C0032,Papel Tissue Colores,Regaleria,2,1500.0,3000.0,2024-09-29,Córdoba
FAC03700,C0389,Dispensador Jabon,Bano,3,13600.0,40800.0,2024-09-29,Buenos Aires
FAC01309,C0045,Marco Foto 10x15,Decoracion,2,9100.0,18200.0,2024-09-30,Buenos Aires
FAC02344,C0193,Marco Foto 10x15,Decoracion,1,9100.0,9100.0,2024-09-30,Buenos Aires
FAC01309,C0045,Dispensador Jabon,Bano,2,13600.0,27200.0,2024-09-30,Buenos Aires
FAC01725,C0101,Portavelas Cristal,Velas,1,13600.0,13600.0,2024-09-30,Buenos Aires
FAC01309,C0045,Difusor Cana,Aromatizacion,2,21100.0,42200.0,2024-09-30,Buenos Aires
FAC01725,C0101,Vela Aromatica Vainilla,Velas,2,5300.0,10600.0,2024-09-30,Buenos Aires
FAC01867,C0122,Juego de Te x6,Cocina,1,33200.0,33200.0,2024-09-30,Buenos Aires
FAC02344,C0193,Juego de Te x6,Cocina,4,33200.0,132800.0,2024-09-30,Buenos Aires
FAC03584,C0377,Maceta Ceramica,Decoracion,4,12100.0,48400.0,2024-09-30,Córdoba
FAC03584,C0377,Tabla de Cortar Madera,Cocina,3,18100.0,54300.0,2024-09-30,Córdoba
FAC03584,C0377,Esencia Jazmin,Aromatizacion,4,6000.0,24000.0,2024-09-30,Córdoba
FAC02344,C0193,Jabonera Ceramica,Bano,1,9800.0,9800.0,2024-09-30,Buenos Aires
FAC02344,C0193,Bolsa Regalo Grande,Regaleria,3,3000.0,9000.0,2024-09-30,Buenos Aires
FAC01867,C0122,Aromatizador Hogar,Aromatizacion,4,11300.0,45200.0,2024-09-30,Buenos Aires
FAC02344,C0193,Taza Ceramica Negra,Cocina,3,8300.0,24900.0,2024-09-30,Buenos Aires
FAC03584,C0377,Planta Artificial,Decoracion,1,16600.0,16600.0,2024-09-30,Córdoba
FAC01309,C0045,Cesta Desayuno,Regaleria,2,27200.0,54400.0,2024-09-30,Buenos Aires
FAC01725,C0101,Vela Aromatica Lavanda,Velas,4,5300.0,21200.0,2024-09-30,Buenos Aires
FAC01867,C0122,Taza Ceramica Negra,Cocina,4,8300.0,33200.0,2024-09-30,Buenos Aires
FAC03527,C0368,Vela Aromatica Vainilla,Velas,4,5300.0,21200.0,2024-10-01,Buenos Aires
FAC02369,C0201,Aromatizador Hogar,Aromatizacion,1,11300.0,11300.0,2024-10-01,Mar del Plata
FAC01362,C0052,Taza Ceramica Blanca,Cocina,4,8300.0,33200.0,2024-10-01,Buenos Aires
FAC02031,C0144,Lazo Decorativo,Regaleria,4,1200.0,4800.0,2024-10-01,Buenos Aires
FAC02369,C0201,Cojin Decorativo,Decoracion,2,19600.0,39200.0,2024-10-01,Mar del Plata
FAC01970,C0135,Lazo Decorativo,Regaleria,2,1200.0,2400.0,2024-10-01,Buenos Aires
FAC01362,C0052,Taza Ceramica Negra,Cocina,1,8300.0,8300.0,2024-10-01,Buenos Aires
FAC01362,C0052,Cesta Desayuno,Regaleria,2,27200.0,54400.0,2024-10-01,Buenos Aires
FAC01362,C0052,Juego de Te x6,Cocina,1,33200.0,33200.0,2024-10-01,Buenos Aires
FAC01988,C0142,Jabonera Ceramica,Bano,3,9800.0,29400.0,2024-10-01,Córdoba
FAC01988,C0142,Dispensador Jabon,Bano,3,13600.0,40800.0,2024-10-01,Córdoba
FAC02031,C0144,Portavelas Cristal,Velas,3,13600.0,40800.0,2024-10-01,Buenos Aires
FAC01970,C0135,Bolsa Regalo Grande,Regaleria,2,3000.0,6000.0,2024-10-01,Buenos Aires
FAC01970,C0135,Marco Foto 10x15,Decoracion,3,9100.0,27300.0,2024-10-01,Buenos Aires
FAC01988,C0142,Lazo Decorativo,Regaleria,1,1200.0,1200.0,2024-10-01,Córdoba
FAC02031,C0144,Bolsa Regalo Pequeña,Regaleria,3,2300.0,6900.0,2024-10-01,Buenos Aires
FAC01988,C0142,Set Velas x3,Velas,1,15100.0,15100.0,2024-10-01,Córdoba
FAC02031,C0144,Taza Ceramica Blanca,Cocina,2,8300.0,16600.0,2024-10-01,Buenos Aires
FAC03527,C0368,Marco Foto 10x15,Decoracion,2,9100.0,18200.0,2024-10-01,Buenos Aires
FAC02511,C0220,Marco Foto 20x30,Decoracion,4,15100.0,60400.0,2024-10-01,Buenos Aires
FAC01970,C0135,Papel Tissue Colores,Regaleria,1,1500.0,1500.0,2024-10-01,Buenos Aires
FAC02511,C0220,Marco Foto 10x15,Decoracion,3,9100.0,27300.0,2024-10-01,Buenos Aires
FAC03527,C0368,Portavelas Cristal,Velas,4,13600.0,54400.0,2024-10-01,Buenos Aires
FAC02511,C0220,Vela Aromatica Vainilla,Velas,2,5300.0,10600.0,2024-10-01,Buenos Aires
FAC02511,C0220,Portavelas Cristal,Velas,2,13600.0,27200.0,2024-10-01,Buenos Aires
FAC02369,C0201,Bolsa Regalo Grande,Regaleria,3,3000.0,9000.0,2024-10-01,Mar del Plata
FAC03527,C0368,Maceta Ceramica,Decoracion,1,12100.0,12100.0,2024-10-01,Buenos Aires
FAC03659,C0384,Tarjeta Saludo,Regaleria,2,1800.0,3600.0,2024-10-02,Mar del Plata
FAC01811,C0117,Album de Fotos,Regaleria,1,18100.0,18100.0,2024-10-02,Mar del Plata
FAC01365,C0052,Jabonera Ceramica,Bano,1,9800.0,9800.0,2024-10-02,Córdoba
FAC03659,C0384,Papel Tissue Colores,Regaleria,1,1500.0,1500.0,2024-10-02,Mar del Plata
FAC03659,C0384,Bolsa Regalo Pequeña,Regaleria,1,2300.0,2300.0,2024-10-02,Mar del Plata
FAC01811,C0117,Dispensador Jabon,Bano,4,13600.0,54400.0,2024-10-02,Mar del Plata
FAC01811,C0117,Cesta Desayuno,Regaleria,4,27200.0,108800.0,2024-10-02,Mar del Plata
FAC01365,C0052,Portavelas Cristal,Velas,3,13600.0,40800.0,2024-10-02,Córdoba
FAC03659,C0384,Difusor Cana,Aromatizacion,3,21100.0,63300.0,2024-10-02,Mar del Plata
FAC03659,C0384,Dispensador Jabon,Bano,1,13600.0,13600.0,2024-10-02,Mar del Plata
FAC01811,C0117,Jabonera Ceramica,Bano,2,9800.0,19600.0,2024-10-02,Mar del Plata
FAC03335,C0336,Pimentero Porcelana,Cocina,2,10600.0,21200.0,2024-10-03,Buenos Aires
FAC02740,C0248,Set Velas x3,Velas,4,15100.0,60400.0,2024-10-03,Buenos Aires
FAC03335,C0336,Dispensador Jabon,Bano,2,13600.0,27200.0,2024-10-03,Buenos Aires
FAC03335,C0336,Regadera Decorativa,Decoracion,4,21100.0,84400.0,2024-10-03,Buenos Aires
FAC02561,C0224,Papel Tissue Colores,Regaleria,3,1500.0,4500.0,2024-10-03,Mendoza
